Source,Period,Validation rule,Importance,Left side description,Value,Operator,Value,Right side description
Falaba MCHP,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Falaba MCHP,September 2020,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D)",280.0,<=,0.0,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Losses / Adjustments (C)"
Falaba MCHP,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Falaba MCHP,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Falaba MCHP,September 2020,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Folic Acid 5mg, Tab - Opening Balance (A) + LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Folic Acid 5mg, Tab - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Dispensed (D)",46.0,<=,0.0,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair - Opening Balance (A) + LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Received (B) + LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair - Loss"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs - Losses / Adju"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Ethinylestradiol &"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Dispensed (D)",25.0,<=,8.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D)",45.0,<=,0.0,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Opening Balance (A) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag - Opening Balance (A) + LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Received (B) + LMIS_EM&CONS Compound Sodium (Ringer's) La"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",17.0,<=,0.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D)",550.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",900.0,<=,0.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Gandorhun (Fakunya) CHC,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),18.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Gandorhun (Fakunya) CHC,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",7.0,<=,0.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D)",307.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Losses"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Dispensed (D)",4.0,<=,0.0,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot - Opening Balance (A) + LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Received (B) + LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",39.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D)",77.0,<=,0.0,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Opening Balance (A) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Received (B) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D)",40.0,<=,0.0,"LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs - Losses / Adju"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Gandorhun (Fakunya) CHC,September 2020,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D)",11.0,<=,0.0,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mc"
Gbangbatoke CHC,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable - Losses / A"
Gbangbatoke CHC,September 2020,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, P"
Gbangbatoke CHC,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",1000.0,<=,400.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Gbangbatoke CHC,September 2020,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D)",2100.0,<=,400.0,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Losses / Adjustments (C)"
Gbangbatoke CHC,September 2020,"LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide 75mg & 50mg & 150mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide 75mg & 50mg & 150mg, Tab  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide 75mg & 50mg & 150mg, Tab - Opening Balance (A) + LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide 75mg & 50mg & 150mg, Tab  - Quantity Received (B) + LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide 75mg"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",130.0,<=,5.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Gbonjeima MCHP,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),432.0,<=,0.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",300.0,<=,0.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",130.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Gbonjeima MCHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),3.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",110.0,<=,0.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Gbonjeima MCHP,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",31.0,<=,12.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D)",170.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Losses"
Gbonjeima MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",42.0,<=,30.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Dispensed (D)",16.0,<=,13.0,"LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot - Opening Balance (A) + LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml, Bot  - Quantity Received (B) + LMIS_EM&CONS Sodium Chloride (Normal Saline) 0.9%, IV Inj, 500ml"
Gbonjeima MCHP,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),9.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",14.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Cannula, IV, 24G, Short, Sterile, Disposable, Pcs - Losses / Adju"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp - Opening Balance (A) + LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp - Losses / Adjustments (C)"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll - Opening Balance (A) + LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Received (B) + LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll - Losses / Adjustments (C)"
Gbonjeima MCHP,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",130.0,<=,89.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
